,TICKER,EMISOR,VENCIMIENTO,AMORTIZACION,CUPON_DE_RENTA,PROX_VENC,VR,COTIZACION,FECH_ULT_COT,RENTA_ANUAL,INT_CORRIDOS_C100vn,YIELD_ANUAL,VALOR_TECNICO_C100vn,PARIDAD_PERC,TIR_ANUAL,DM,PPV
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.00,29000.000,1-Ago-22,Fija=10.95,1.00,10.66,101.00,102.67,10.49%,3.13,3.34
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.00,25600.000,1-Ago-22,Fija=8,0.33,8.77,100.33,91.24,11.07%,3.25,3.53
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.00,34200.000,29-Jul-22,Fija=9.125,2.36,7.61,102.36,119.48,3.42%,3.19,3.29
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.00,27000.000,1-Ago-22,Tasa fija=8.75,3.67,9.42,103.67,93.13,12.24%,2.21,2.60
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.00,18200.000,1-Ago-22,Fija=2.5,0.23,3.85,100.23,64.93,19.94%,3.81,4.71
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,16300.000,1-Ago-22,Fija=1.5,0.51,2.60,100.51,57.99,15.60%,5.97,7.92
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.00,21250.000,5-May-22,Fija=6,2.05,5.96,102.05,100.70,5.41%,1.09,1.12
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.00,21400.000,5-May-22,Fija=7.375,2.21,7.28,102.21,101.25,6.33%,1.11,1.15
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.00,13510.000,5-May-22,Fija=8.75,0.60,9.46,70.60,92.55,15.15%,1.29,1.42
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-22,100.00,20800.000,5-May-22,Tasa fija=6.875,3.32,7.07,103.32,97.36,8.54%,1.78,1.87
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.00,21400.000,5-May-22,Fija=9.5,1.61,9.32,101.61,101.86,9.73%,1.61,1.77
5,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.00,17800.000,5-May-22,Fija=8.5,2.38,10.16,102.38,84.08,15.61%,2.57,2.88
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.00,20700.000,5-May-22,Fija=8.5,2.20,8.68,102.20,97.96,9.77%,1.92,2.09
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-22,100.00,18850.000,5-May-22,Fija=4,0.97,4.43,100.97,90.29,13.14%,1.97,2.15
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-22,100.00,21450.000,5-May-22,Fija=10.95,1.19,10.68,101.19,102.52,10.57%,3.27,3.51
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.00,20550.000,5-May-22,Fija=8,2.47,8.25,102.47,96.99,9.08%,3.39,3.67
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.00,23400.000,5-May-22,Fija=9.125,0.23,8.08,100.23,112.91,5.52%,3.36,3.53
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.00,21100.000,5-May-22,Tasa fija=8.75,1.63,8.71,101.63,100.41,8.75%,2.54,2.83
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.00,15500.000,5-May-22,Fija=2.5,0.90,3.38,100.90,74.30,15.53%,4.14,4.90
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,12586.000,5-May-22,Fija=1.5,0.16,2.47,100.16,60.77,14.28%,6.35,8.15
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.00,21100.000,10-Ene-22,Fija=6,0.10,6.05,100.10,99.17,6.73%,1.37,1.42
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-22,100.00,22000.000,10-Ene-22,Fija=7.375,3.50,7.38,103.50,100.00,7.54%,1.37,1.42
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-22,100.00,19900.000,10-Ene-22,Fija=8.75,2.38,9.59,102.38,91.44,17.36%,1.08,1.28
3,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-22,100.00,21400.000,5-Ene-22,Fija=9.5,3.27,9.75,103.27,97.49,12.24%,1.80,2.02
4,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Ene-22,100.00,17301.000,10-Ene-22,Fija=8.5,3.87,10.96,103.87,78.36,17.98%,2.65,3.06
5,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-22,100.00,21606.000,6-Ene-22,Fija=8.5,3.68,8.68,103.68,98.03,9.64%,2.14,2.33
6,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-22,100.00,17600.000,7-Ene-22,Fija=4,0.67,4.87,100.67,82.25,16.50%,2.21,2.45
7,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-22,100.00,21485.000,10-Ene-22,Fija=10.95,0.37,10.87,100.37,100.71,11.19%,3.48,3.76
8,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.00,24315.000,10-Ene-22,Fija=9.125,1.83,8.11,101.83,112.34,5.86%,3.53,3.73
9,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.00,14000.000,10-Ene-22,Fija=2.5,0.08,3.80,100.08,65.81,17.57%,4.34,5.22
10,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-22,100.00,11781.000,10-Ene-22,Fija=1.5,0.43,2.73,100.43,55.19,15.32%,6.43,8.43
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.00,37500.000,13-Feb-23,Fija=6,0.65,5.96,100.65,100.61,4.49%,0.38,0.39
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.00,37000.000,13-Feb-23,Fija=7.375,0.49,7.42,100.49,99.43,9.06%,0.41,0.43
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.00,25650.000,13-Feb-23,Fija=8.75,2.23,9.14,72.23,95.90,16.08%,0.60,0.69
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.00,36400.000,13-Feb-23,Tasa fija=6.875,1.72,7.12,101.72,96.64,10.11%,1.14,1.20
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.70,33899.000,13-Feb-23,Fija=9.5,3.59,9.37,90.29,101.38,10.58%,1.13,1.25
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.00,33840.000,13-Feb-23,Fija=8.5,0.35,9.34,100.35,91.06,13.34%,2.10,2.27
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.00,35455.000,13-Feb-23,Fija=8.5,0.21,8.63,97.21,98.50,9.85%,1.35,1.48
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-23,92.31,33600.000,13-Feb-23,Fija=9,0.07,9.16,92.38,98.22,10.64%,1.44,1.56
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.00,38249.000,13-Feb-23,Fija=10.95,1.37,10.74,101.37,101.89,10.68%,2.76,2.92
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.00,35000.000,13-Feb-23,Fija=8,0.60,8.52,100.60,93.95,10.41%,2.88,3.09
10,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.00,39729.000,13-Feb-23,Tasa fija.=9.5,1.77,9.00,101.77,105.42,7.41%,2.41,2.57
11,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.00,43000.000,13-Feb-23,Fija=9.125,2.66,8.04,102.66,113.11,4.61%,2.75,2.86
12,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.00,37350.000,13-Feb-23,Tasa fija=8.75,3.96,9.03,103.96,97.02,10.64%,1.85,2.15
13,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.00,39500.000,13-Feb-23,Tasa fija.=8.25,2.20,7.90,102.20,104.37,6.75%,2.68,2.86
14,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.00,37150.000,13-Feb-23,Tasa fija.=8.75,1.29,8.84,101.29,99.05,9.28%,2.91,3.27
15,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.00,32900.000,13-Feb-23,Fija=9,1.13,10.26,101.13,87.86,12.85%,3.65,4.21
16,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.00,28200.000,13-Feb-23,Fija=7,1.25,9.35,101.25,75.21,11.87%,5.98,7.42
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.00,48000.000,11-May-23,Fija=6,2.15,5.64,102.15,106.32,-,0.17,0.14
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.00,47500.000,11-May-23,Fija=7.375,2.34,7.01,102.34,105.02,-,0.20,0.18
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-23,40.00,17465.000,11-May-23,Fija=8.75,0.40,8.95,40.40,97.81,11.68%,0.82,0.87
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-23,100.00,44480.000,11-May-23,Tasa fija=6.875,-,6.83,100.00,100.64,6.28%,0.96,0.99
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-23,73.40,33101.000,11-May-23,Fija=9.5,1.30,9.47,74.70,100.26,11.38%,1.14,1.24
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.00,40449.000,11-May-23,Fija=8.5,2.48,9.55,102.48,89.30,15.00%,1.86,2.03
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.00,43000.000,11-May-23,Fija=8.5,2.27,8.68,99.27,98.01,10.50%,1.11,1.24
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-23,84.62,38160.000,11-May-23,Fija=9,0.06,8.83,84.68,101.96,7.76%,1.37,1.45
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-23,100.00,46150.000,11-May-23,Fija=10.95,1.37,10.63,101.37,103.01,10.15%,2.60,2.74
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.00,41500.000,11-May-23,Fija=8,2.60,8.76,102.60,91.52,11.64%,2.62,2.85
10,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.00,51410.000,11-May-23,Tasa fija.=9.5,4.14,8.47,104.14,111.69,4.45%,2.23,2.33
11,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-23,100.00,50000.000,11-May-23,Fija=9.125,0.38,8.09,100.38,112.70,4.50%,2.62,2.71
12,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-23,90.00,40300.000,11-May-23,Tasa fija=8.75,1.60,8.79,91.60,99.55,9.15%,1.95,2.18
13,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Oct-23,100.00,48000.000,11-May-23,Tasa fija.=8.25,0.83,7.65,100.83,107.71,5.35%,2.56,2.69
14,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.00,46845.000,11-May-23,Tasa fija.=8.75,3.48,8.54,103.48,102.43,8.00%,2.73,3.03
15,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.00,39000.000,11-May-23,Fija=9,3.38,10.61,103.38,85.36,13.99%,3.38,3.96
16,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-23,100.00,31075.000,11-May-23,Fija=7,0.88,10.08,100.88,69.70,13.31%,5.76,7.27
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.00,31500.000,5-Oct-22,Fija=6,1.58,6.00,101.58,99.93,6.20%,0.70,0.72
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.00,31000.000,5-Oct-22,Fija=7.375,1.64,7.51,101.64,98.29,9.99%,0.72,0.76
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.00,19200.000,5-Oct-22,Fija=8.75,0.12,9.92,70.12,88.24,23.43%,0.88,1.04
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.00,30400.000,5-Oct-22,Tasa fija=6.875,2.79,7.22,102.79,95.31,10.48%,1.42,1.50
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.70,26700.000,5-Oct-22,Fija=9.5,0.76,9.66,87.46,98.38,12.54%,1.44,1.60
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.00,23100.000,5-Oct-22,Fija=8.5,1.72,11.69,101.72,73.18,23.27%,2.19,2.54
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.00,30275.000,5-Oct-22,Fija=8.5,1.53,8.85,101.53,96.09,11.30%,1.57,1.73
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Nov-22,100.00,27000.000,5-Oct-22,Fija=4,0.61,4.63,100.61,86.48,18.48%,1.56,1.78
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Dic-22,100.00,31375.000,5-Oct-22,Fija=10.95,0.33,10.87,100.33,100.77,11.13%,3.01,3.21
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.00,28250.000,5-Oct-22,Fija=8,1.76,8.96,101.76,89.47,11.90%,3.06,3.36
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.00,34800.000,5-Oct-22,Fija=9.125,4.08,8.44,104.08,107.75,6.64%,2.92,3.10
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.00,29650.000,5-Oct-22,Tasa fija=8.75,0.95,9.25,100.95,94.65,11.56%,2.15,2.50
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.00,20400.000,5-Oct-22,Fija=2.5,0.67,3.84,100.67,65.30,20.61%,3.62,4.53
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.00,17700.000,5-Oct-22,Fija=1.5,0.03,2.63,100.03,57.02,16.24%,5.80,7.77
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.00,29800.000,18-Ago-22,Fija=6,0.77,5.96,100.77,100.60,5.35%,0.83,0.86
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.00,29500.000,18-Ago-22,Fija=7.375,0.64,7.40,100.64,99.72,7.85%,0.86,0.90
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.00,18233.500,18-Ago-22,Fija=8.75,2.35,10.26,72.35,85.73,25.42%,0.95,1.13
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.00,28800.000,18-Ago-22,Tasa fija=6.875,1.85,7.15,101.85,96.19,9.56%,1.56,1.64
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.00,30500.000,18-Ago-22,Fija=9.5,4.33,9.55,104.33,99.45,11.65%,1.31,1.48
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.00,21390.000,18-Ago-22,Fija=8.5,0.57,11.77,100.57,72.35,22.99%,2.32,2.68
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.00,28250.000,18-Ago-22,Fija=8.5,0.38,8.88,100.38,95.74,11.32%,1.70,1.87
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Nov-22,100.00,25650.000,18-Ago-22,Fija=4,0.11,4.59,100.11,87.16,16.86%,1.69,1.90
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.00,29950.000,18-Ago-22,Fija=10.95,1.58,10.92,101.58,100.30,11.29%,3.06,3.29
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.00,27350.000,18-Ago-22,Fija=8,0.76,8.67,100.76,92.34,10.72%,3.21,3.48
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.00,33800.000,18-Ago-22,Fija=9.125,2.84,8.14,102.84,111.81,5.50%,3.08,3.24
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.00,29280.000,18-Ago-22,Tasa fija=8.75,4.13,9.17,104.13,95.65,11.02%,2.20,2.55
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.00,20300.000,18-Ago-22,Fija=2.5,0.36,3.64,100.36,68.81,18.51%,3.82,4.65
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,15820.000,17-Ago-22,Fija=1.5,0.59,2.82,100.59,53.50,17.22%,5.73,7.87
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.00,41600.000,11-Abr-23,Fija=6,1.62,5.94,101.62,100.95,1.77%,0.23,0.23
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.00,40700.000,10-Abr-23,Fija=7.375,1.68,7.47,101.68,98.71,12.76%,0.25,0.27
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-23,40.00,15700.000,11-Abr-23,Fija=8.75,0.09,9.06,40.09,96.58,12.94%,0.90,0.96
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.00,39900.000,11-Abr-23,Tasa fija=6.875,2.83,7.19,102.83,95.69,11.60%,0.98,1.04
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-23,73.40,30795.000,11-Abr-23,Fija=9.5,0.68,9.27,74.08,102.51,9.39%,1.24,1.33
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.00,37000.000,11-Abr-23,Fija=8.5,1.72,9.50,101.72,89.69,14.49%,1.94,2.12
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.00,38200.000,11-Abr-23,Fija=8.5,1.53,8.90,98.53,95.60,12.60%,1.17,1.32
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-23,92.31,37150.000,11-Abr-23,Fija=9,1.41,9.21,93.72,97.75,11.16%,1.29,1.40
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-23,100.00,40694.000,11-Abr-23,Fija=10.95,0.40,10.96,100.40,99.95,11.41%,2.67,2.82
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.00,38435.000,11-Abr-23,Fija=8,1.89,8.61,101.89,93.02,10.90%,2.72,2.94
10,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.00,44298.000,11-Abr-23,Tasa fija.=9.5,3.30,8.97,103.30,105.75,7.10%,2.26,2.41
11,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.00,45500.000,11-Abr-23,Fija=9.125,4.13,8.44,104.13,107.75,6.25%,2.56,2.70
12,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-23,90.00,35350.000,11-Abr-23,Tasa fija=8.75,0.90,9.13,90.90,95.90,11.10%,1.99,2.27
13,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Oct-23,100.00,41800.000,11-Abr-23,Tasa fija.=8.25,0.09,8.01,100.09,102.98,7.23%,2.60,2.78
14,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.00,41480.000,11-Abr-23,Tasa fija.=8.75,2.70,8.79,102.70,99.60,9.07%,2.77,3.12
15,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.00,34150.000,11-Abr-23,Fija=9,2.58,11.02,102.58,82.10,15.08%,3.42,4.05
16,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-23,100.00,27550.000,11-Abr-23,Fija=7,0.25,10.34,100.25,67.77,13.74%,5.79,7.36
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.00,29400.000,4-Ago-22,Fija=6,0.53,5.96,100.53,100.74,5.23%,0.87,0.90
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.00,28800.000,4-Ago-22,Fija=7.375,0.35,7.46,100.35,98.86,8.85%,0.89,0.93
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.00,16350.000,4-Ago-22,Fija=8.75,2.11,11.30,72.11,78.10,35.86%,0.92,1.17
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.00,28400.000,4-Ago-22,Tasa fija=6.875,1.59,7.14,101.59,96.30,9.42%,1.59,1.68
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.00,29500.000,4-Ago-22,Fija=9.5,3.96,9.73,103.96,97.75,12.96%,1.33,1.52
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.00,19000.000,4-Ago-22,Fija=8.5,0.24,13.03,100.24,65.29,27.69%,2.28,2.72
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.00,26750.000,4-Ago-22,Fija=8.5,0.05,9.23,100.05,92.10,13.66%,1.70,1.91
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.00,24100.000,4-Ago-22,Fija=4,0.96,4.87,100.96,82.23,20.57%,1.67,1.92
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.00,29300.000,4-Ago-22,Fija=10.95,1.16,10.97,101.16,99.78,11.48%,3.10,3.32
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.00,26250.000,4-Ago-22,Fija=8,0.44,8.89,100.44,90.02,11.52%,3.23,3.52
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.00,34300.000,4-Ago-22,Fija=9.125,2.48,7.89,102.48,115.29,4.55%,3.15,3.28
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.00,28500.000,4-Ago-22,Tasa fija=8.75,3.79,9.27,103.79,94.59,11.52%,2.22,2.58
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.00,19000.000,4-Ago-22,Fija=2.5,0.26,3.84,100.26,65.28,19.85%,3.80,4.69
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,16100.000,4-Ago-22,Fija=1.5,0.53,2.73,100.53,55.17,16.55%,5.84,7.90
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.00,29500.000,7-Jul-22,Fija=6,0.08,6.02,100.08,99.64,6.49%,0.94,0.97
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.00,29240.000,7-Jul-22,Fija=7.375,3.48,7.73,103.48,95.51,12.70%,0.91,0.98
