,Unnamed: 0,TICKER,EMISOR,VENCIMIENTO,AMORTIZACION,CUPON_DE_RENTA,PROX_VENC,VR,COTIZACION,FECH_ULT_COT,RENTA_ANUAL,INT_CORRIDOS_C100vn,YIELD_ANUAL,VALOR_TECNICO_C100vn,PARIDAD_PERC,TIR_ANUAL,DM,PPV
679,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,24800.0,14-Nov-22,Fija=8.5,2.55,11.0,102.55,77.84,20.71%,2.14,2.45
680,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,30199.0,14-Nov-22,Fija=8.5,2.36,8.96,102.36,94.96,12.32%,1.46,1.64
681,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.0,28250.0,14-Nov-22,Fija=4,0.04,4.4,100.04,90.89,15.69%,1.5,1.68
682,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Dic-22,100.0,31200.0,14-Nov-22,Fija=10.95,1.40,11.06,101.4,99.04,11.77%,2.91,3.11
683,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,28200.0,14-Nov-22,Fija=8,2.62,9.08,102.62,88.45,12.45%,2.95,3.25
684,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,35350.0,14-Nov-22,Fija=9.125,0.41,8.05,100.41,113.32,4.92%,2.98,3.11
685,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,30200.0,14-Nov-22,Tasa fija=8.75,1.80,9.17,101.8,95.49,11.24%,2.07,2.4
686,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,21550.0,14-Nov-22,Fija=2.5,0.94,3.65,100.94,68.71,19.59%,3.56,4.42
687,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,17200.0,14-Nov-22,Fija=1.5,0.19,2.72,100.19,55.26,17.13%,5.6,7.67
688,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,33900.0,15-Dic-22,Fija=6,2.72,5.95,102.72,100.74,4.64%,0.52,0.53
689,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,33600.0,15-Dic-22,Fija=7.375,3.03,7.41,103.03,99.55,8.39%,0.55,0.57
690,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,22550.0,15-Dic-22,Fija=8.75,1.28,9.07,71.28,96.57,13.62%,0.77,0.85
691,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,33000.0,15-Dic-22,Tasa fija=6.875,0.65,6.87,100.65,100.08,6.92%,1.31,1.36
692,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,30150.0,15-Dic-22,Fija=9.5,2.31,9.18,89.01,103.4,8.86%,1.3,1.41
693,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,28885.0,15-Dic-22,Fija=8.5,3.33,10.02,103.33,85.33,16.42%,2.11,2.35
694,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,33400.0,15-Dic-22,Fija=8.5,3.14,8.6,103.14,98.85,9.51%,1.41,1.54
695,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.0,32000.0,15-Dic-22,Fija=4,0.41,4.11,100.41,97.28,11.21%,1.46,1.59
696,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Dic-22,100.0,33995.0,15-Dic-22,Fija=10.95,2.40,10.8,102.4,101.33,10.90%,2.83,3.02
697,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,32380.0,15-Dic-22,Fija=8,3.36,8.38,103.36,95.63,9.74%,2.92,3.16
698,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,37150.0,15-Dic-22,Fija=9.125,1.24,8.14,101.24,112.01,5.19%,2.89,3.02
699,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,33300.0,15-Dic-22,Tasa fija=8.75,2.60,8.83,102.6,99.07,9.40%,2.03,2.31
700,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,26700.0,15-Dic-22,Fija=2.5,1.17,3.11,101.17,80.56,15.19%,3.65,4.33
701,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,20375.0,15-Dic-22,Fija=1.5,0.33,2.42,100.33,61.99,15.18%,5.74,7.57
716,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.0,21150.0,6-Ene-22,Fija=6,0.07,6.01,100.07,99.84,6.23%,1.38,1.43
717,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-22,100.0,22100.0,6-Ene-22,"Fija=7,375",3.46,7.31,103.46,100.9,6.86%,1.38,1.43
718,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-22,100.0,19750.0,6-Ene-22,"Fija=8,75",2.33,9.62,102.33,91.16,17.62%,1.08,1.29
719,3.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-22,100.0,21400.0,5-Ene-22,"Fija=9,5",3.22,9.71,103.22,97.93,11.97%,1.81,2.02
720,4.0,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Ene-22,100.0,17400.0,6-Ene-22,"Fija=8,5",3.83,10.85,103.83,79.16,17.55%,2.66,3.06
721,5.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-22,100.0,21606.0,6-Ene-22,"Fija=8,5",3.64,8.64,103.64,98.48,9.42%,2.15,2.34
722,6.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-22,100.0,17600.0,6-Ene-22,Fija=4,0.64,4.85,100.64,82.6,16.26%,2.22,2.46
723,7.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-22,100.0,21420.0,6-Ene-22,"Fija=10,95",0.30,10.86,100.3,100.87,11.14%,3.49,3.77
724,8.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.0,24100.0,6-Ene-22,"Fija=9,125",1.77,8.14,101.77,111.85,5.99%,3.53,3.74
725,9.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.0,14500.0,6-Ene-22,"Fija=2,5",0.07,3.65,100.07,68.44,16.58%,4.39,5.22
726,10.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-22,100.0,10500.0,4-Ene-22,"Fija=1,5",0.42,3.05,100.42,49.39,17.20%,6.2,8.44
727,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,34490.0,21-Jul-22,Fija=6,0.32,5.75,100.32,104.25,1.46%,0.93,0.93
728,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,34500.0,21-Jul-22,Fija=7.375,0.08,7.06,100.08,104.52,2.72%,0.96,0.97
729,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,18850.0,21-Jul-22,Fija=8.75,1.89,11.08,71.89,79.51,32.71%,0.97,1.21
730,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,33000.0,21-Jul-22,Tasa fija=6.875,1.34,6.96,101.34,98.74,7.77%,1.65,1.72
731,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,34500.0,21-Jul-22,Fija=9.5,3.62,9.41,103.62,100.96,10.39%,1.4,1.56
732,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,24000.0,21-Jul-22,Fija=8.5,4.18,12.39,104.18,69.85,25.04%,2.22,2.67
733,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,32500.0,21-Jul-22,Fija=8.5,3.99,8.99,103.99,94.76,11.96%,1.68,1.88
734,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.0,28500.0,21-Jul-22,Fija=4,0.81,4.67,100.81,85.72,17.45%,1.74,1.96
735,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.0,33950.0,21-Jul-22,Fija=10.95,0.76,10.72,100.76,102.17,10.66%,3.15,3.36
736,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,30700.0,21-Jul-22,Fija=8,0.16,8.61,100.16,92.94,10.45%,3.29,3.56
737,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,39300.0,21-Jul-22,Fija=9.125,2.15,7.8,102.15,116.65,4.22%,3.19,3.32
738,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,31740.0,21-Jul-22,Tasa fija=8.75,3.48,9.43,103.48,93.01,12.25%,2.24,2.62
739,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,17760.0,21-Jul-22,Fija=2.5,0.17,4.66,100.17,53.76,25.42%,3.61,4.73
740,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,14900.0,20-Jul-22,Fija=1.5,0.48,3.36,100.48,44.96,20.36%,5.43,7.94
741,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,30600.0,13-Oct-22,Fija=6,1.68,6.26,101.68,95.98,12.47%,0.66,0.7
742,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,31100.0,13-Oct-22,Fija=7.375,1.76,7.57,101.76,97.47,11.29%,0.7,0.74
743,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,18485.0,13-Oct-22,Fija=8.75,0.22,10.43,70.22,83.96,30.24%,0.83,1.02
744,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,30500.0,13-Oct-22,Tasa fija=6.875,2.90,7.29,102.9,94.53,11.14%,1.4,1.49
745,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,26005.0,13-Oct-22,Fija=9.5,0.89,10.04,87.59,94.69,15.47%,1.39,1.58
746,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,22250.0,13-Oct-22,Fija=8.5,1.87,12.3,101.87,69.66,25.90%,2.14,2.53
747,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,30000.0,13-Oct-22,Fija=8.5,1.68,9.04,101.68,94.1,12.75%,1.53,1.72
748,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Nov-22,100.0,26200.0,13-Oct-22,Fija=4,0.72,4.83,100.72,82.96,21.90%,1.49,1.75
749,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Dic-22,100.0,31348.0,13-Oct-22,Fija=10.95,0.52,11.01,100.52,99.46,11.60%,2.99,3.19
750,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,28300.0,13-Oct-22,Fija=8,1.98,9.06,101.98,88.51,12.31%,3.03,3.33
751,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,35600.0,13-Oct-22,Fija=9.125,4.23,8.35,104.23,108.93,6.24%,2.91,3.09
752,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,29600.0,13-Oct-22,Tasa fija=8.75,1.09,9.38,101.09,93.38,12.25%,2.12,2.48
753,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,20200.0,13-Oct-22,Fija=2.5,0.74,3.93,100.74,63.95,21.39%,3.56,4.5
754,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,17450.0,13-Oct-22,Fija=1.5,0.07,2.7,100.07,55.61,16.78%,5.72,7.75
755,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,33300.0,27-Jul-22,Fija=6,0.38,6.08,100.38,98.68,7.62%,0.89,0.92
756,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,32750.0,27-Jul-22,Fija=7.375,0.16,7.58,100.16,97.26,10.66%,0.91,0.96
757,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,18000.0,27-Jul-22,Fija=8.75,1.96,11.87,71.96,74.41,41.12%,0.92,1.2
758,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,32400.0,27-Jul-22,Tasa fija=6.875,1.41,7.24,101.41,95.04,10.23%,1.61,1.71
759,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,32901.0,26-Jul-22,Fija=9.5,3.72,10.09,103.72,94.36,15.68%,1.32,1.55
760,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,21000.0,27-Jul-22,Fija=8.5,0.02,13.61,100.02,62.45,29.65%,2.28,2.75
761,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,32190.0,27-Jul-22,Fija=8.5,4.08,9.27,104.08,92.0,13.87%,1.65,1.87
762,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.0,26250.0,27-Jul-22,Fija=4,0.86,5.18,100.86,77.42,24.46%,1.65,1.95
763,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.0,33749.0,27-Jul-22,Fija=10.95,0.88,11.0,100.88,99.51,11.56%,3.12,3.35
764,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,30000.0,27-Jul-22,Fija=8,0.24,8.99,100.24,89.02,11.85%,3.25,3.55
765,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,38700.0,27-Jul-22,Fija=9.125,2.26,8.09,102.26,112.58,5.35%,3.15,3.31
766,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,31500.0,27-Jul-22,Tasa fija=8.75,3.57,9.71,103.57,90.47,13.60%,2.19,2.61
767,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,18700.0,27-Jul-22,Fija=2.5,0.20,4.51,100.2,55.51,24.50%,3.64,4.72
768,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,14900.0,20-Jul-22,Fija=1.5,0.50,3.42,100.5,44.1,20.79%,5.37,7.93
769,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,29920.0,11-Jul-22,Fija=6,0.12,5.98,100.12,100.41,5.64%,0.94,0.97
770,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,29600.0,11-Jul-22,Fija=7.375,3.52,7.69,103.52,96.07,12.06%,0.91,0.97
771,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,15750.0,11-Jul-22,Fija=8.75,1.68,11.96,71.68,73.82,40.72%,0.95,1.24
772,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,28810.0,11-Jul-22,Tasa fija=6.875,1.11,7.18,101.11,95.74,9.69%,1.66,1.75
773,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,29810.0,11-Jul-22,Fija=9.5,3.30,9.81,103.3,96.96,13.40%,1.39,1.59
774,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,19420.0,11-Jul-22,Fija=8.5,3.90,13.85,103.9,62.8,30.22%,2.16,2.7
775,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,28700.0,11-Jul-22,Fija=8.5,3.71,9.17,103.71,92.98,13.07%,1.7,1.91
776,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.0,22700.0,11-Jul-22,Fija=4,0.68,5.29,100.68,75.75,25.43%,1.68,1.99
777,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.0,29600.0,11-Jul-22,Fija=10.95,0.40,11.05,100.4,99.06,11.72%,3.16,3.4
778,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,28100.0,11-Jul-22,Fija=8,3.89,8.84,103.89,90.88,11.27%,3.16,3.49
779,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,34200.0,11-Jul-22,Fija=9.125,1.85,8.07,101.85,112.82,5.33%,3.19,3.35
780,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,29000.0,11-Jul-22,Tasa fija=8.75,3.18,9.28,103.18,94.43,11.51%,2.29,2.66
781,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,16510.0,11-Jul-22,Fija=2.5,0.09,4.51,100.09,55.42,24.30%,3.68,4.76
782,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,14398.0,11-Jul-22,Fija=1.5,0.43,3.13,100.43,48.17,18.90%,5.63,7.98
783,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.0,36250.0,18-Ene-23,Fija=6,0.28,5.66,100.28,105.97,-,0.46,0.45
784,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.0,34400.0,19-Ene-23,Fija=7.375,0.04,7.32,100.04,100.8,5.83%,0.48,0.49
785,2.0,IRCFO,IRSA CLASE XIV EN U$S ,28-Feb-24,5-Anual,Sem.,22-Jun-23,100.0,35600.0,19-Ene-23,Tasa fija.=8.75,0.75,8.45,100.75,103.58,7.72%,3.03,3.33
786,3.0,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,28-Feb-24,3-Anual,Sem.,8-Jun-23,100.0,38090.0,19-Ene-23,Tasa fija.=9.5,1.19,8.6,101.19,110.35,5.57%,2.51,2.63
787,4.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,24250.0,19-Ene-23,Fija=8.75,1.85,8.85,71.85,98.93,10.53%,0.69,0.75
788,5.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,35350.0,19-Ene-23,Tasa fija=6.875,1.30,6.72,101.3,102.3,5.08%,1.23,1.26
789,6.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,30800.0,19-Ene-23,Fija=9.5,3.09,9.45,89.79,100.56,11.24%,1.18,1.31
790,7.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,33500.0,19-Ene-23,Fija=8.5,4.13,9.04,104.13,94.31,11.59%,2.09,2.26
791,8.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,36600.0,19-Ene-23,Fija=8.5,3.94,8.22,103.94,103.22,6.23%,1.36,1.45
792,9.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.0,35100.0,19-Ene-23,Fija=9,1.12,8.84,101.12,101.76,7.97%,1.4,1.49
793,10.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.0,37100.0,19-Ene-23,Fija=10.95,0.70,10.13,100.7,108.0,8.49%,2.85,2.99
794,11.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.0,33940.0,19-Ene-23,Fija=8,0.11,8.05,100.11,99.39,8.38%,2.98,3.16
795,12.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,39500.0,19-Ene-23,Fija=9.125,2.10,8.03,102.1,113.41,4.60%,2.81,2.92
796,13.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,35700.0,19-Ene-23,Tasa fija=8.75,3.43,8.64,103.43,101.19,8.31%,1.97,2.21
797,14.0,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.0,38000.0,19-Ene-23,Tasa fija.=8.25,1.70,7.52,101.7,109.54,4.98%,2.78,2.92
798,15.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.0,31300.0,19-Ene-23,Fija=9,0.58,9.87,100.58,91.23,11.73%,3.76,4.27
799,16.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,26750.0,19-Ene-23,Fija=7,0.82,9.02,100.82,77.78,11.24%,6.12,7.48
800,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.0,20700.0,13-Ene-22,Fija=6,0.18,6.03,100.18,99.58,6.42%,1.36,1.41
801,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-22,100.0,21300.0,13-Ene-22,Fija=7.375,3.61,7.45,103.61,99.08,8.25%,1.35,1.41
802,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-22,100.0,19500.0,13-Ene-22,Fija=8.75,2.50,9.57,102.5,91.68,17.20%,1.07,1.27
803,3.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-22,100.0,21400.0,13-Ene-22,Fija=9.5,3.40,9.53,103.4,99.74,10.92%,1.81,2.01
804,4.0,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Ene-22,100.0,17200.0,13-Ene-22,Fija=8.5,3.99,10.77,103.99,79.71,17.34%,2.65,3.04
805,5.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-22,100.0,21700.0,13-Ene-22,Fija=8.5,3.80,8.43,103.8,100.75,8.32%,2.15,2.32
806,6.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-22,100.0,17500.0,13-Ene-22,Fija=4,0.72,4.78,100.72,83.73,15.68%,2.21,2.44
807,7.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-22,100.0,21000.0,13-Ene-22,Fija=10.95,0.52,10.88,100.52,100.68,11.20%,3.47,3.75
808,8.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-22,100.0,20300.0,13-Ene-22,Fija=8,3.98,8.52,103.98,94.09,9.96%,3.51,3.86
809,9.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.0,24300.0,13-Ene-22,Fija=9.125,1.95,7.92,101.95,114.87,5.19%,3.54,3.72
810,10.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.0,13500.0,13-Ene-22,Fija=2.5,0.12,3.85,100.12,64.98,17.93%,4.31,5.2
811,11.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-22,100.0,10950.0,13-Ene-22,Fija=1.5,0.45,2.87,100.45,52.54,16.18%,6.31,8.42
812,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,28557.0,10-Ago-22,Fija=6,0.60,6.1,100.6,98.4,8.05%,0.85,0.88
813,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,29200.0,10-Ago-22,Fija=7.375,0.43,7.32,100.43,100.78,6.61%,0.89,0.92
